test_index,true_label,disagreement,cluster_0,cluster_1,cluster_2
131,1,0.48232915314557717,0.12694278414617394,0.3648034314592454,0.6092719372917511
1128,0,0.4477618989838575,0.1996510692697135,0.5553383682425204,0.647412968253571
526,0,0.44216633347808465,0.6080343667631801,0.22304488568310157,0.1658680332850955
50,0,0.42793836191433493,0.7302910748274656,0.37744746427016773,0.30235271291313065
1769,0,0.3866162002211453,0.6069608061706764,0.36391797677073173,0.22034460594953112
1380,0,0.3819129419409405,0.5619330669330669,0.27754619974654804,0.18002012499212636
649,0,0.37190271223830584,0.10229884522257406,0.3065533713371151,0.4742015574608799
413,1,0.37124700140995304,0.9166104799155644,0.7204744779269846,0.5453634785056114
611,1,0.362692380918865,0.8158918192143512,0.6722636144028763,0.45319943829548615
1426,0,0.35667684507210423,0.8125129437417573,0.6595118926569579,0.4558360986696531
1757,0,0.35633734902411246,0.6874162983908745,0.45636968415606305,0.331078949366762
386,0,0.3518350116054375,0.1407984200357082,0.3579131491769427,0.4926334316411457
1502,1,0.3491286479182798,0.9425162972620602,0.802711986750636,0.5933876493437804
1745,1,0.34806976530523326,0.8026229420297215,0.5414843343496581,0.45455317672448825
1053,1,0.34517986671688927,0.30041930762269753,0.5379846165915648,0.6455991743395868
766,0,0.3438416740239858,0.10229503547300159,0.22325055764557045,0.44613670949698736
1700,0,0.33455484436500527,0.5674428194493,0.3530669443253254,0.2328879750842947
531,0,0.33146121894142216,0.6429582093988874,0.43783391850397607,0.3114969904574652
1000,0,0.33103146154889973,0.8763196314043774,0.7570665863433261,0.5452881698554777
675,0,0.3275358868820336,0.9251007420075216,0.8313799973853483,0.597564855125488
145,1,0.32675535522328353,0.7266387747070695,0.5298158787013338,0.399883419483786
686,0,0.3259179998527924,0.8160397888363989,0.6440741812047466,0.49012178898360653
1258,1,0.3244391279958829,0.8039695709187231,0.5808208859362339,0.4795304429228402
287,0,0.3242498519323206,0.5677937015349773,0.3807278005908545,0.24354384960265674
1636,1,0.32359575660072226,0.31583232210350864,0.5138841121090981,0.6394280787042309
1486,1,0.3209193796281429,0.9191676590829134,0.832007124997857,0.5982482794547705
1134,0,0.3191959217967394,0.5321233004283852,0.34077704627639677,0.21292737863164576
193,0,0.3191959217967394,0.5321233004283852,0.34077704627639677,0.21292737863164576
1230,1,0.317154911504944,0.3983706124384089,0.5823202612253727,0.7155255239433529
920,1,0.31706270486575006,0.34530714106985294,0.6224303634882385,0.662369845935603
1321,0,0.31644607753897713,0.7969327471022385,0.5775581266894538,0.48048666956326136
1036,0,0.3152388675505383,0.5528273496194731,0.3130430779068955,0.23758848206893482
336,0,0.3138307678376299,0.6116910490639306,0.37658052526454056,0.29786028122630065
66,0,0.3126002041848522,0.37438920777903856,0.6246218030344329,0.6869894119638907
789,1,0.30712389370773274,0.5696964476201762,0.40533784503293674,0.2625725539124435
504,0,0.30647052051179696,0.7159915721256692,0.5375483790978606,0.40952105161387226
1692,0,0.30647052051179696,0.7159915721256692,0.5375483790978606,0.40952105161387226
1074,1,0.3048190761571473,0.2939080834419818,0.4625259762756493,0.5987271595991291
1325,1,0.3037558832500783,0.7319111435811335,0.5497567104787912,0.4281552603310552
1673,0,0.3007756750795295,0.6023159664086879,0.38985105155045424,0.3015402913291584
873,1,0.29665243115998596,0.16713211541975267,0.4152527481601118,0.4637845465797386
498,1,0.2955302935261943,0.6611553136129408,0.5295122691942471,0.36562502008674647
1677,1,0.2944392662254519,0.35288464886171755,0.5016422324325501,0.6473239150871695
1253,1,0.2926994547740932,0.8967316910960976,0.667422616021241,0.6040322363220044
446,0,0.2924150096658281,0.5352587525468877,0.3040718517475015,0.2428437428810596
1820,0,0.29022818262264416,0.5281031492048439,0.3954518434558143,0.23787496658219978
235,1,0.2894427083906947,0.2118908210433635,0.34795234793799684,0.5013335294340582
586,0,0.2887853986528801,0.49436332942564276,0.7698717238016831,0.7831487280785229
786,0,0.28344212923009604,0.465164096455223,0.2623959263847975,0.18172196722512698
1020,1,0.28139388015546374,0.746531293565192,0.5403853107625131,0.46513741340972825
1176,1,0.2811668256617459,0.6881444685258247,0.48220735940888376,0.4069776428640788
389,0,0.2804002319564992,0.6756390502153216,0.4805617767579017,0.39523881825882234
53,1,0.2791844339581131,0.8526881592983289,0.7214891558424251,0.5735037253402158
556,0,0.27830173463014296,0.20563088512241057,0.3301666940828748,0.48393261975255353
1759,0,0.2771376969185239,0.435934239959664,0.17729515308589927,0.1587965430411401
284,0,0.27625192258062337,0.7401083944304278,0.5544746154525106,0.4638564718498044
383,0,0.2759989723059412,0.5731718093582502,0.29717283705230896,0.3200725350647129
222,0,0.27596394637733024,0.8143393833373894,0.7044423940254855,0.5383754369600592
1464,1,0.27575502146050845,0.8201121195188996,0.59238142725875,0.5443570980583912
1377,0,0.2755327127515726,0.6058996747132342,0.4264970542533292,0.33036696196166165
1579,1,0.2752773779647574,0.10349989464396245,0.19514597986114535,0.3787772726087198
1147,1,0.272343308052002,0.8719106881818747,0.6925864908328477,0.5995673801298727
753,1,0.27215632208814156,0.8233053077419972,0.6593211983746635,0.5511489856538556
557,1,0.270904530290809,0.13363236243096666,0.26154405204505726,0.4045368927217757
415,0,0.2697436857673091,0.7164905909422361,0.5038190386717238,0.446746905174927
845,0,0.26908738738170423,0.3779356333817949,0.5732767445038965,0.6470230207634992
1836,1,0.26821337192393124,0.0916290301036063,0.22492033458853466,0.35984240202753753
293,1,0.2681590114403235,0.31929806539976024,0.5414963804022269,0.5874570768400837
1277,1,0.26761551678702367,0.7406197568909434,0.6432879065719344,0.4730042401039197
874,0,0.2662023262946054,0.43097552165348785,0.542769354340588,0.6971778479480932
1373,0,0.2645802270943038,0.40767535195501303,0.14309512486070924,0.16378368086177533
1525,0,0.2643602410187389,0.47389809675203476,0.332945701154254,0.20953785573329584
1466,1,0.26386851481084694,0.6215598152263154,0.43668695874919844,0.3576913004154685
550,1,0.2636077519593203,0.7904857054433325,0.5848152384235277,0.5268779534840122
198,0,0.26280771482766685,0.13998471396776493,0.3718403941808112,0.40279242879543176
303,1,0.2625926694125834,0.748304191100801,0.5590798355912877,0.48571152168821763
1065,0,0.26100805427383045,0.37708625870639845,0.5166708172581936,0.6380943129802289
1235,0,0.2607129223754927,0.01927128427128427,0.09880386114245648,0.279984206646777
277,1,0.26045108314571364,0.21771129999943567,0.3782982834581842,0.4781623831451493
575,1,0.26036089374207405,0.930025793415624,0.8603075661535978,0.6696648996735499
1103,0,0.25965619641308285,0.2416149182599831,0.41033336663176484,0.501271114673066
1587,0,0.2590312694871819,0.0923303128686977,0.22782886444193207,0.3513615823558796
1776,1,0.2566187388251001,0.714396674556196,0.5967269568983422,0.45777793573109593
733,0,0.25615825890295424,0.4936145869196716,0.3748772900326206,0.23745632801671734
133,1,0.2556298049028387,0.9391471099521949,0.8265925389998611,0.6835173050493561
135,1,0.255542930199296,0.7261844182183167,0.5790706900079672,0.47064148801902067
1054,0,0.25426137682829586,0.02004947971049666,0.10511876772121678,0.2743108565387925
742,0,0.25368093424723287,0.7121566098684743,0.4584756756212414,0.4806245638481474
522,1,0.25336527853809054,0.9385965729186069,0.7693659291372438,0.6852312943805163
1061,1,0.2521219462602111,0.9383157191208037,0.8042478991463504,0.6861937728605926
160,1,0.2521219462602111,0.9383157191208037,0.8042478991463504,0.6861937728605926
836,0,0.24806198949812258,0.1307152831105972,0.20259576798848383,0.3787772726087198
231,1,0.2478968127929726,0.5698103073950532,0.39328825546232604,0.32191349460208063
1620,1,0.24761286176448494,0.10710042311737226,0.19989533833534032,0.3547132848818572
122,1,0.24657554549366212,0.631136448297465,0.4856651731429515,0.38456090280380284
1280,0,0.24657554549366212,0.631136448297465,0.4856651731429515,0.38456090280380284
1590,0,0.24614793904316312,0.020008804754567462,0.1485487133078986,0.2661567437977306
828,0,0.24614793904316312,0.020008804754567462,0.1485487133078986,0.2661567437977306
418,1,0.24612454838175513,0.7781136726351083,0.6666304722844448,0.5319891242533532
750,1,0.24552948526116503,0.7901539326963057,0.7090014267833827,0.5446244474351407
83,0,0.24549660234717469,0.5990257576698256,0.4425867076608278,0.3535291553226509
1508,1,0.24501828617375937,0.16586531171276936,0.33641677616254917,0.41088359788652873
59,0,0.24401814807164757,0.7844445039285513,0.5700395571861491,0.5404263558569037
621,0,0.2437992592848422,0.590558634895624,0.41959815226826136,0.3467593756107818
1845,1,0.24281187296287132,0.6831773164799093,0.5313864401756304,0.440365443517038
80,1,0.24231636910886456,0.7731865874238759,0.6543047157710761,0.5308702183150114
1521,1,0.2421253090271951,0.621186511228884,0.3996415923955714,0.37906120220168893
597,0,0.2420299172146798,0.724732362740837,0.5596608801635565,0.48270244552615715
