test_index,true_label,disagreement,cluster_0,cluster_1,cluster_2
1416,1,0.360255921716863,0.49752217248771086,0.4673770502642817,0.8276329719811447
43,1,0.34361486623187915,0.7209151956907549,0.6224886563315378,0.37730032945887576
1200,1,0.3262071543768468,0.0781314532458095,0.13715999484756036,0.4043386076226563
1684,1,0.3209990892338918,0.630333542140818,0.45048524693273845,0.7714843361666303
863,0,0.30774772398714023,0.14453985735156336,0.4089229334522846,0.10117520946514437
1382,1,0.30080958495077953,0.5849998714586868,0.4189916871432315,0.719801272094011
67,0,0.30080958495077953,0.5849998714586868,0.4189916871432315,0.719801272094011
1008,0,0.30080958495077953,0.5849998714586868,0.4189916871432315,0.719801272094011
1557,1,0.29094309632157106,0.38216542225426003,0.5747456194756058,0.2838025231540347
981,0,0.28953575725475467,0.7073317947174927,0.4841060567996849,0.7736418140544395
898,0,0.2870421794450368,0.6489444843539225,0.4475441979697465,0.7345863774147833
739,1,0.2870010899707996,0.6382942291458962,0.4443225522205492,0.7313236421913488
1392,1,0.2812873777634002,0.42659563417625257,0.2561826983794626,0.5374700761428628
164,0,0.28074035744676795,0.19219552642584403,0.4103419122451718,0.12960155479840382
825,1,0.28074035744676795,0.19219552642584403,0.4103419122451718,0.12960155479840382
658,1,0.2780032303716492,0.7105100949210474,0.5170069156890968,0.795010146060746
925,0,0.2776190066108166,0.6905289374260845,0.5314887253093961,0.8091077319202127
139,1,0.27314618305558236,0.5295487233689725,0.7118583754489766,0.4387121923933942
486,1,0.2725978391884345,0.3732073310188267,0.5196842924337398,0.24708645324530534
621,0,0.2713956576330032,0.38308400905003676,0.5223747679834563,0.25097911035045306
857,0,0.2690133703008551,0.5864681030281483,0.6578605953869262,0.3888472250860711
708,1,0.26867318059190193,0.5900337626412975,0.4557560969408202,0.7244292775327221
1409,0,0.26784549233205923,0.6200918650022306,0.46744870829825336,0.7352942006303126
1690,1,0.26518558183534136,0.6553906767969531,0.47012106761404315,0.7353066494493845
