test_index,true_label,disagreement,cluster_0,cluster_1
1129,1,0.3941812999704189,0.7172468148480685,0.3230655148776496
855,0,0.35466873719704795,0.6297740624584883,0.2751053252614404
1367,0,0.35466873719704795,0.6297740624584883,0.2751053252614404
1398,0,0.33848957327196,0.552885075690296,0.214395502418336
1573,0,0.33789622788012824,0.5975543405837649,0.25965811270363665
314,0,0.3310340138337843,0.6020890302571709,0.2710550164233866
988,0,0.31800178684857017,0.5134229781339359,0.19542119128536573
817,1,0.3105523594929335,0.7749886895890994,0.46443633009616586
1246,1,0.3030369495234101,0.2123312707329101,0.5153682202563202
995,1,0.2944089348458549,0.7652395358931166,0.47083060104726165
15,0,0.28416012763534637,0.4272968715769857,0.7114569992123321
62,0,0.2829503341122517,0.547233788524772,0.2642834544125203
1218,0,0.28001715160481505,0.26141213067442576,0.5414292822792408
928,0,0.27976893273439274,0.04117166986019444,0.3209406025945872
1272,0,0.27857068180427624,0.589410437316341,0.3108397555120648
1248,0,0.27857068180427624,0.589410437316341,0.3108397555120648
394,0,0.27857068180427624,0.589410437316341,0.3108397555120648
1536,1,0.2753741532990323,0.2981314551944451,0.5735056084934774
1358,0,0.27025786068318763,0.7162139665051658,0.44595610582197814
1571,0,0.2664261567327302,0.8294512750455374,0.5630251183128072
529,0,0.2628055406363448,0.22810144090881795,0.49090698154516277
594,1,0.25383611115216514,0.48293988570627916,0.7367759968584443
1134,1,0.2490692323139439,0.14546650780377884,0.39453574011772274
1078,1,0.24364813603515406,0.0766154127066012,0.3202635487417553
467,0,0.24332103820959064,0.24825387741861368,0.4915749156282043
955,0,0.23838456235030384,0.3964994813013158,0.15811491895101196
1687,0,0.23468574141819454,0.44889047787756,0.21420473645936544
244,1,0.2312188484936596,0.7542559131615348,0.5230370646678753
434,0,0.23090605475997894,0.10201990632318501,0.33292596108316397
1590,1,0.23089259984906796,0.5258809894568093,0.2949883896077413
1135,1,0.22963154006572173,0.5885748586568256,0.35894331859110384
577,1,0.22929197501575405,0.756085330880413,0.5267933558646589
274,1,0.2257869649862836,0.7834860608426183,0.5576990958563347
589,0,0.22052500697017424,0.5380068872384448,0.31748188026827057
249,1,0.21940801262474222,0.18701490904359755,0.40642292166833976
1620,0,0.2181817371648343,0.6111723369585987,0.39299059979376444
937,1,0.21645166753458406,0.15146562226480265,0.3679172897993867
64,1,0.2136662092753709,0.4769957610299735,0.6906619703053444
466,0,0.21316824264932638,0.2992899123805585,0.5124581550298849
192,1,0.21131203923697728,0.7644011444819063,0.553089105244929
1058,0,0.21086292448804766,0.5454330472655319,0.3345701227774842
992,0,0.2088905142872384,0.04964610686645402,0.2585366211536924
1202,1,0.20869731448507914,0.16994552688629896,0.3786428413713781
1663,1,0.20661657056679172,0.7194623341139731,0.5128457635471814
604,0,0.2060908241598645,0.05053288493215155,0.25662370909201604
1207,1,0.20600575765811918,0.2871507448607859,0.4931565025189051
853,1,0.2057592209369974,0.5447068488549976,0.750466069791995
892,0,0.20496548627046274,0.41459014609468975,0.209624659824227
715,1,0.20488466710745512,0.5779417769634583,0.37305710985600316
950,0,0.20434470178628844,0.43376393642787064,0.2294192346415822
596,0,0.2032726166283001,0.22976377902607414,0.43303639565437424
516,0,0.2010317471561967,0.651550680649041,0.4505189334928443
138,1,0.20073614094863598,0.1334825363249477,0.3342186772735837
885,0,0.19993607878515962,0.7752634034908623,0.5753273247057027
1814,0,0.19931162356055898,0.22795432026989404,0.427265943830453
1296,0,0.19773634110070215,0.6884837612296629,0.4907474201289608
694,1,0.19489389045259664,0.587282907211186,0.7821767976637827
22,1,0.19457492567286128,0.16166881843111347,0.35624374410397475
958,1,0.19328055917696196,0.05160143817930703,0.24488199735626898
595,1,0.1931276877610264,0.5934916062989836,0.78661929406001
1495,0,0.19292827271145663,0.2588983301495494,0.451826602861006
1337,1,0.19292827271145663,0.2588983301495494,0.451826602861006
1306,0,0.19284066601059702,0.7243631599963753,0.5315224939857783
978,1,0.19284066601059702,0.7243631599963753,0.5315224939857783
574,0,0.19284066601059702,0.7243631599963753,0.5315224939857783
1187,0,0.19284066601059702,0.7243631599963753,0.5315224939857783
1015,0,0.19284066601059702,0.7243631599963753,0.5315224939857783
1659,0,0.19284066601059702,0.7243631599963753,0.5315224939857783
1774,0,0.19040925893747906,0.7442439959857992,0.5538347370483201
1080,0,0.1901551424453144,0.4958191398765169,0.3056639974312025
1160,0,0.1877880213277015,0.21113187814007484,0.39891989946777634
1432,1,0.18744368886947782,0.7993580758949616,0.6119143870254837
1669,0,0.1862709045247613,0.4622745760219032,0.6485454805466645
1381,0,0.18569437541830291,0.8504002259125212,0.6647058504942183
1397,0,0.1853810524940983,0.07294505358029946,0.25832610607439777
1191,1,0.1849197048066903,0.3891637620121229,0.5740834668188132
1435,0,0.1848885052182474,0.8886038369644926,0.7037153317462452
1422,0,0.18483984346283372,0.471034703001916,0.2861948595390823
888,0,0.18453421164153044,0.4149338821469969,0.23039967050546645
969,1,0.18438220190844934,0.8959167198921301,0.7115345179836807
1068,0,0.1843312432099825,0.4368054977605236,0.25247425455054107
63,1,0.18305485694591073,0.2995820322664585,0.48263688921236925
1507,1,0.18281707122829308,0.2444281413031413,0.4272452125314344
181,0,0.18241913800730442,0.1612164030956998,0.3436355411030042
938,1,0.1820141205214224,0.7531533129893784,0.571139192467956
1822,0,0.18175637257321797,0.5385228503915873,0.7202792229648053
1533,0,0.18126023976214267,0.5711077401651173,0.38984750040297467
1424,0,0.18118366052647433,0.42250761062943093,0.6036912711559053
845,0,0.18106281382026296,0.42756764765925376,0.2465048338389908
1411,1,0.18013183345338585,0.6761876670688145,0.49605583361542865
412,1,0.18008961462797737,0.24919437347716036,0.42928398810513774
593,1,0.1798597327568826,0.5242965367965369,0.34443680403965427
875,1,0.17888901760616416,0.310578560783479,0.48946757838964317
986,0,0.17862109313403554,0.2233869566106408,0.40200804974467635
997,0,0.1785392926581979,0.2939736578312398,0.4725129504894377
8,1,0.17810915275919725,0.403237580354168,0.5813467331133653
1460,1,0.17810915275919725,0.403237580354168,0.5813467331133653
501,1,0.17693346695106593,0.21169127265438742,0.38862473960545335
1004,1,0.17661991812528177,0.4364754098360658,0.6130953279613476
361,1,0.17661991812528177,0.4364754098360658,0.6130953279613476
140,0,0.1763248966155897,0.47666397986177983,0.30033908324619013
1407,0,0.1756680724866479,0.4416398492218164,0.26597177673516853
469,1,0.1756680724866479,0.4416398492218164,0.26597177673516853
1736,0,0.17560760549725382,0.006689652181455459,0.18229725767870927
69,0,0.17499862660755175,0.16287555795752515,0.3378741845650769
482,1,0.17492870828939444,0.5056701898369962,0.33074148154760175
1369,0,0.1749083221836396,0.39626760663111327,0.5711759288147529
1375,1,0.17422753561400817,0.5962042788129743,0.7704318144269825
695,0,0.1741774494168582,0.46599161312276033,0.29181416370590213
827,1,0.17415642441859835,0.7140378267455342,0.5398814023269358
1388,0,0.17312959411133969,0.35345330208916775,0.18032370797782807
1831,1,0.17150310321192225,0.49326723041493753,0.3217641272030153
1747,1,0.1712286783545431,0.17081714392165218,0.3420458222761953
1174,1,0.17119154346878246,0.40964489745227445,0.5808364409210569
1630,1,0.16853040577836342,0.4162745951680378,0.5848050009464012
1168,1,0.1685192889495883,0.16150146060946446,0.33002074955905275
1377,0,0.1685192889495883,0.16150146060946446,0.33002074955905275
664,1,0.1685192889495883,0.16150146060946446,0.33002074955905275
23,1,0.16793120670173461,0.25633421752445507,0.4242654242261897
1798,0,0.16759993631311487,0.519920604335056,0.3523206680219412
251,0,0.16739219939954836,0.596814012490242,0.42942181309069366
1227,0,0.1671445439590859,0.47372858782479155,0.30658404386570565
170,0,0.16673613744994045,0.18277742294135738,0.34951356039129783
812,1,0.16654197236444335,0.5017632583718651,0.6683052307363084
1509,0,0.166495857652883,0.7098817507628984,0.5433858931100154
154,1,0.16574396130667957,0.7099303929221964,0.5441864316155168
209,1,0.16525734341334997,0.5088719390216183,0.6741292824349683
1011,0,0.1647241558075162,0.07851294281406446,0.24323709862158066
1255,0,0.16471944548052275,0.7020513980554967,0.5373319525749739
961,1,0.16406538086970554,0.17850312256049963,0.3425685034302052
1691,0,0.16333963695253984,0.465321714875717,0.30198207792317716
1574,0,0.16330879151567967,0.5735306019117491,0.7368393934274288
690,1,0.16154324886697302,0.6199857178340786,0.4584424689671056
768,0,0.16126316439035404,0.17847872755659644,0.3397418919469505
420,1,0.16091461164882054,0.46235570628389594,0.3014410946350754
252,0,0.16038687524517314,0.08151321583698633,0.24190009108215949
874,0,0.16023986846401528,0.8585745993532878,0.6983347308892726
1288,1,0.16002147447598955,0.19989199756240314,0.3599134720383927
933,0,0.15995851757517038,0.5315932018800873,0.3716346843049169
1742,0,0.1593525857278794,0.40424256056671903,0.24488997483883965
1734,1,0.1593464628452125,0.1647221020149566,0.3240685648601691
852,0,0.15932280286007428,0.6087285842438926,0.44940578138381837
4,1,0.1590858128450232,0.3569480667329027,0.5160338795779259
924,0,0.15848109655548792,0.6197560863544468,0.46127498979895887
737,0,0.1581931543434122,0.6055017386984601,0.44730858435504794
1116,0,0.15756740049244783,0.34684328649492585,0.5044106869873737
1578,0,0.15718621391415288,0.5667169447367894,0.40953073082263647
349,0,0.15664635188106918,0.5589855235437444,0.40233917166267524
1658,0,0.15664635188106918,0.5589855235437444,0.40233917166267524
1228,1,0.1563923758151659,0.49316865917008457,0.33677628335491866
367,1,0.15573002562486316,0.3231358572725287,0.47886588289739185
661,0,0.1550512337739716,0.3079117184703901,0.15286048469641852
1502,0,0.1550512337739716,0.3079117184703901,0.15286048469641852
486,0,0.1549077213211965,0.5822301194874535,0.427322398166257
660,1,0.1538906944963409,0.5977830229879408,0.44389232849159993
917,0,0.1534914569359308,0.7224602298885086,0.5689687729525778
