test_index,true_label,disagreement,cluster_0,cluster_1
593,1,0.2973210848562736,0.5586817093150719,0.8560027941713455
1517,1,0.29558333535911063,0.5695883025888901,0.8651716379480008
34,1,0.28086291223474436,0.5585680358755123,0.8394309481102566
174,1,0.27615995261734744,0.46145202958567305,0.7376119822030205
334,1,0.27096828689250574,0.5496008302435704,0.8205691171360762
21,0,0.2704223146096155,0.4503905943871043,0.17996827977748883
1318,1,0.2668429927306953,0.4467361701641864,0.7135791628948817
330,0,0.25737286673994314,0.4281089098120842,0.17073604307214107
232,1,0.2505966872892831,0.4672406284755619,0.717837315764845
918,1,0.24876225180880374,0.5852624934569364,0.8340247452657401
457,1,0.24824656819688584,0.6887106526687858,0.9369572208656717
105,1,0.24824656819688584,0.6887106526687858,0.9369572208656717
573,1,0.24824656819688584,0.6887106526687858,0.9369572208656717
1519,1,0.24824656819688584,0.6887106526687858,0.9369572208656717
372,1,0.24451747061889983,0.6814186735405766,0.9259361441594764
754,1,0.23859894777892554,0.43092793241266947,0.669526880191595
1552,1,0.2352406050989302,0.1977672900286374,0.4330078951275676
1154,1,0.2348926615994426,0.26299962287048145,0.49789228446992406
114,1,0.23460750737355118,0.6912195474269325,0.9258270548004837
1753,1,0.2324065541558253,0.4330574393716872,0.2006508852158619
139,1,0.230617500555668,0.7245894643488623,0.9552069649045303
942,0,0.2300366481517942,0.43769131544309686,0.6677279635948911
16,1,0.2299127615094143,0.7245894643488623,0.9545022258582766
79,1,0.22974711471126552,0.23744472267754624,0.46719183738881176
1560,1,0.22974711471126552,0.23744472267754624,0.46719183738881176
1147,1,0.22974711471126552,0.23744472267754624,0.46719183738881176
313,0,0.22707705311096524,0.41257561766766726,0.18549856455670202
1806,0,0.22459316108958954,0.5483843149159556,0.3237911538263661
1466,1,0.2233827025925269,0.6393825908781704,0.8627652934706973
545,1,0.22229211756118672,0.6697157876879273,0.892007905249114
1118,0,0.22071604232205755,0.6957071890542385,0.4749911467321809
1493,1,0.22060631837815348,0.568149238140738,0.7887555565188915
1165,0,0.22003694508070787,0.4353960406484502,0.6554329857291581
222,1,0.21872050278864028,0.4328524868122767,0.21413198402363645
1005,1,0.21743288833658658,0.6944409656383911,0.9118738539749777
440,1,0.21614205131892938,0.3331094424591152,0.5492514937780446
947,1,0.21589408954779457,0.19770532989940534,0.4135994194471999
26,0,0.2155781869813843,0.4028724614793713,0.18729427449798697
1789,0,0.21507107181632723,0.6282409117180654,0.41316983990173817
527,1,0.21372550163562393,0.263699252200695,0.47742475383631894
509,1,0.21340064957134885,0.23001632218408258,0.44341697175543143
267,1,0.2122568502533505,0.26309311514231626,0.47534996539566676
1628,0,0.21217907498419955,0.4533745172315441,0.24119544224734454
1307,0,0.21215253568075007,0.39153474684403755,0.17938221116328748
318,1,0.2108514393289853,0.6338272022618282,0.8446786415908135
1073,1,0.2107803380618613,0.37415500350784386,0.5849353415697052
1834,1,0.20974883864213023,0.5571357318821506,0.7668845705242808
1103,1,0.20971264488081376,0.6793015580788104,0.8890142029596242
1426,1,0.20940837021187253,0.4675459517199533,0.6769543219318258
1207,1,0.2092984538748276,0.6421539440163184,0.851452397891146
1347,0,0.20796571962431126,0.700671201872096,0.4927054822477847
297,0,0.20794207568376183,0.2750645819081319,0.06712250622437006
1624,0,0.20778871860465287,0.27802643580925024,0.07023771720459736
36,0,0.2072578274330604,0.3964685489350124,0.18921072150195198
1600,1,0.2038259962535336,0.221049770878037,0.4248757671315706
1032,1,0.20367248286694628,0.4390338388500967,0.642706321717043
1714,0,0.203271724504127,0.2725355447761782,0.06926382027205119
1348,0,0.20270200869304747,0.2721612720600299,0.06945926336698241
110,1,0.2017033891291934,0.5558484889275248,0.7575518780567182
1767,1,0.19889636388141785,0.6565432390409472,0.8554396029223651
463,0,0.19823615347809082,0.36818384530468423,0.566419998782775
1645,1,0.19821573119343172,0.6606058296444884,0.8588215608379202
