test_index,true_label,disagreement,cluster_0,cluster_1
1212,1,0.11097343903668966,0.41494761949806114,0.5259210585347508
1623,1,0.10696547466424511,0.41380919097708513,0.5207746656413302
761,0,0.09777651546240923,0.46060895965581733,0.5583854751182266
1611,1,0.08588183989896392,0.5931923125242317,0.6790741524231956
641,0,0.0800495146310134,0.31231031734875675,0.39235983197977015
744,0,0.07977401546772034,0.28395633228877604,0.3637303477564964
41,0,0.07693714745063307,0.21365915659350093,0.290596304044134
1606,0,0.07659047223272786,0.32437566803170204,0.4009661402644299
1569,0,0.07254531387540528,0.162597144443057,0.23514245831846228
1168,0,0.06783838795147731,0.17344119962838522,0.24127958757986254
1108,0,0.06733625107206184,0.17816026550217243,0.24549651657423427
788,0,0.06666783807651327,0.40162224880900615,0.46829008688551943
1388,1,0.06464715744711369,0.31491911937579947,0.37956627682291316
1301,1,0.05487360862308782,0.17138462799663234,0.22625823661972017
454,1,0.05256658020416549,0.8453170092822151,0.7927504290780496
222,0,0.05090153218673332,0.6195439384866037,0.5686424062998704
470,1,0.049579746207595476,0.2448416669178074,0.2944214131254029
1528,0,0.049447103999723685,0.1558502418115532,0.20529734581127687
204,0,0.0482912696686037,0.3270638333862805,0.3753551030548842
814,0,0.04817529383130992,0.8102367782847298,0.7620614844534199
1302,0,0.047939400343158634,0.3507470178078298,0.39868641815098843
203,0,0.04730161593909066,0.6031107431928558,0.5558091272537652
139,1,0.0467523409124736,0.6706471000360525,0.623894759123579
561,0,0.04609987839758578,0.7562710413892335,0.7101711629916477
329,1,0.04583147642684082,0.671778551851136,0.6259470754242952
1000,0,0.04571969270325926,0.6220216512335379,0.5763019585302787
995,0,0.04558448863501352,0.30634725252182426,0.3519317411568378
1334,0,0.04543830734949017,0.2483510242700136,0.29378933161950377
546,1,0.04529799891889097,0.5516147598877967,0.5063167609689058
1691,0,0.0451403102488267,0.595288817178535,0.5501485069297083
1371,1,0.043354172462602536,0.5929653249731727,0.5496111525105701
797,0,0.04281429932794106,0.3359002483932864,0.3787145477212275
244,1,0.04169080715691109,0.5655840915370526,0.5238932843801415
692,0,0.04164656831187097,0.6075776306154234,0.5659310623035524
1216,0,0.04131046026971258,0.4701399222029935,0.4288294619332809
1217,1,0.041226748196909246,0.22518822800023913,0.2664149761971484
1304,1,0.04114465099423781,0.5850810085495108,0.543936357555273
1844,1,0.04113736309635774,0.586136856173693,0.5449994930773353
764,0,0.040785291527416556,0.5229016206046362,0.48211632907721963
229,1,0.04050104191594317,0.7836303338051948,0.7431292918892516
1788,1,0.04028477620840809,0.6007409125833656,0.5604561363749575
1624,0,0.04010016297131719,0.4889151176972824,0.5290152806685996
342,1,0.03964995081183409,0.38540131643716247,0.42505126724899656
760,0,0.039228277867157435,0.59526639028455,0.5560381124173925
1144,1,0.039134428060534465,0.5436460650046754,0.5045116369441409
