test_index,true_label,disagreement,cluster_0,cluster_1
1768,1,0.10634933812426672,0.2959076347330298,0.4022569728572965
1827,1,0.09799641559050482,0.27100424163622694,0.36900065722673175
21,0,0.08992866538405672,0.17169282311368175,0.2616214884977385
620,0,0.08692064755265852,0.18827171987280658,0.2751923674254651
1268,0,0.08180777173806053,0.33325155453250666,0.4150593262705672
1042,0,0.08065300409971776,0.1364539897051304,0.21710699380484816
425,0,0.07821482322007312,0.12334647406967392,0.20156129728974703
1714,0,0.07328456451156976,0.15322528303310143,0.22650984754467118
1746,1,0.07066438457130791,0.1380334966965426,0.20869788126785052
1841,1,0.06774067681626245,0.45617856554711017,0.5239192423633726
1233,0,0.06479072508273606,0.13361688708294575,0.1984076121656818
1846,0,0.057776216950713555,0.2128240677717495,0.27060028472246306
1121,0,0.05448741772302561,0.07105424530936565,0.12554166303239125
1427,0,0.05329401630541136,0.3494700984331368,0.4027641147385482
1338,1,0.050377843684722756,0.621305198160406,0.6716830418451287
956,0,0.035987369933414004,0.28620645859644317,0.3221938285298572
1332,0,0.03262205716416022,0.2844166005645349,0.3170386577286951
110,0,0.03260455675102958,0.30810756160468145,0.340712118355711
1102,0,0.03054596832834805,0.37499089022190296,0.405536858550251
406,1,0.03049190351592479,0.3610079293687101,0.3914998328846349
174,0,0.028874018670371537,0.40032003588052095,0.4291940545508925
1343,1,0.028395124491561008,0.6536386080323168,0.6252434835407558
1728,1,0.02836457235523354,0.3145716485054762,0.34293622086070974
679,0,0.028352327987784087,0.364114589697437,0.3924669176852211
1612,0,0.028169324939534668,0.2757088229118797,0.30387814785141437
1160,1,0.02800035737749329,0.31841901186709076,0.34641936924458405
617,1,0.027754844535328504,0.7691257954302475,0.741370950894919
1798,0,0.027581105730353828,0.3950467745915154,0.4226278803218692
1172,0,0.027217982118387052,0.33227500456197095,0.359492986680358
1829,1,0.02711615445005211,0.5952051019032035,0.5680889474531514
1380,0,0.026624490548858515,0.4341369033187749,0.46076139386763343
1428,0,0.02654547808094665,0.4458465650216082,0.47239204310255484
1189,0,0.0258534624887774,0.6001858507473337,0.5743323882585563
303,0,0.025729874985825907,0.5640316979747839,0.538301822988958
1650,0,0.025619190648512702,0.5645015400202201,0.5388823493717074
1007,0,0.025600155990023188,0.3638312053764931,0.3894313613665163
741,0,0.025571732700374883,0.32914695038844777,0.35471868308882265
454,0,0.02536407760872783,0.4540241149355272,0.479388192544255
1556,1,0.025307532201315763,0.352857013041363,0.3781645452426788
970,0,0.02528375533111582,0.45264925259301086,0.42736549726189504
1823,1,0.025089718977356845,0.3465275723219329,0.3716172912992897
711,1,0.0248979822830038,0.22483085509756823,0.24972883738057203
186,1,0.024864738764793448,0.7133796657894581,0.6885149270246647
286,1,0.024461502531530233,0.6373095686545763,0.6128480661230461
1333,1,0.02438601074546054,0.6720568745189742,0.6476708637735137
1322,1,0.024226233618707238,0.5546380576514803,0.5304118240327731
1500,0,0.024102475429604087,0.5707434794648464,0.5466410040352423
1627,1,0.023931484390716407,0.4281677402631521,0.4520992246538685
445,0,0.023817240643510096,0.33028471548071386,0.35410195612422396
194,1,0.02363539902593692,0.6255697738417151,0.6019343748157782
1105,0,0.023328215102935645,0.17753214510420315,0.2008603602071388
1111,1,0.022987384359928975,0.6719490174854923,0.6489616331255633
671,1,0.022835675735006333,0.7583147103627379,0.7354790346277316
1122,1,0.022824954654507845,0.7577214122448858,0.7348964575903779
1386,0,0.022521278960212027,0.15695690380183702,0.17947818276204905
39,1,0.022453731283802902,0.584057702842144,0.5616039715583411
1164,0,0.022403412526293298,0.16851438860884804,0.19091780113514134
1641,0,0.022185011313348213,0.3480834503681704,0.3702684616815186
198,0,0.02217589041765422,0.8302686699410604,0.8080927795234062
1523,0,0.022096494854639687,0.20913314080004144,0.23122963565468113
1069,1,0.021946860272245572,0.7472778211248685,0.7253309608526229
558,0,0.02182214615811795,0.4383126545034276,0.46013480066154555
1613,1,0.021797097309076086,0.7407988842168745,0.7190017869077984
304,0,0.02178277233489756,0.42765850401629574,0.4494412763511933
891,1,0.021762765388435246,0.84669186044315,0.8249290950547148
633,1,0.021667305256787783,0.15793682342966583,0.17960412868645362
513,1,0.021612730030331706,0.7058151783590537,0.684202448328722
1063,0,0.02155347015713005,0.8390119387259548,0.8174584685688248
1480,0,0.021498836998660953,0.385102522926395,0.40660135992505597
815,0,0.02118778674183386,0.367606015739377,0.38879380248121087
282,0,0.02114108686993732,0.6411468070499212,0.6200057201799839
103,1,0.02113643855435776,0.7304797664532984,0.7093433278989406
1626,0,0.021133834444766297,0.18225746203537788,0.20339129648014417
389,1,0.021124494662944082,0.5397136097540485,0.5185891150911044
1378,1,0.021060098499779634,0.8440291441703661,0.8229690456705865
1353,1,0.021057815563437,0.7414810822597856,0.7204232666963486
1050,0,0.021011246146193707,0.4738630082185958,0.4948742543647895
562,0,0.021005163231415436,0.41351844217188966,0.3925132789404742
1784,0,0.02099398287700971,0.21739315350544003,0.23838713638244974
1415,1,0.020828240827955313,0.8521540680167954,0.8313258271888401
1259,1,0.020823921465478068,0.7835274360483635,0.7627035145828854
536,1,0.02074039770959535,0.7733473669661007,0.7526069692565054
1483,0,0.020703712961123527,0.16841252024629133,0.18911623320741486
1832,0,0.02040246525177608,0.49464984376118964,0.5150523090129657
987,1,0.02029568437285162,0.4384331301051742,0.4587288144780258
1787,1,0.020283633478112517,0.25039955996285207,0.2706831934409646
379,0,0.02020639449541972,0.18302086403455936,0.20322725852997908
1593,0,0.02020291406657937,0.23474268264224168,0.25494559670882105
394,0,0.02019249974917703,0.706657548946863,0.6864650491976859
33,0,0.02017112786030173,0.4885254540183123,0.4683543261580106
1431,0,0.02017056149827723,0.48121238960217466,0.46104182810389743
365,0,0.020170336312301973,0.3751690286387308,0.35499869232642883
12,1,0.020114949166689933,0.44342736529189597,0.4635423144585859
982,1,0.019887829730873274,0.20404430851774472,0.223932138248618
928,1,0.019867065612805324,0.38211739725883054,0.3622503316460252
523,1,0.019863689457781164,0.8200815348250019,0.8002178453672207
