test_index,true_label,disagreement,cluster_0,cluster_1
4,1,0.491395353755293,0.7134286189110964,0.22203326515580343
132,0,0.48868002093318075,0.5178480199243863,0.02916799899120561
14,0,0.438102962291241,0.6414036373485101,0.20330067505726915
119,0,0.4235553295861776,0.5748318996904056,0.9983872292765832
115,0,0.40957877693046646,0.42465075889857296,0.015071981968106479
61,1,0.39626777782015543,0.6380105241761342,0.24174274635597878
5,1,0.35063836685821237,0.6149424523423344,0.9655808192005467
169,0,0.33107228685277895,0.4810958753356748,0.15002358848289588
71,0,0.32927982407871936,0.33730452290279167,0.008024698824072331
2,0,0.3227432594410282,0.32792296522727266,0.00517970578624443
51,0,0.3213644207906443,0.36582656740676184,0.044462146616117526
25,1,0.29990953822540745,0.6541079619137331,0.9540175001391406
167,0,0.2833441695416675,0.2846329435268054,0.0012887739851378884
26,0,0.2791979820782102,0.43031409399772264,0.15111611191951244
3,1,0.27215920448590947,0.7202599500713421,0.9924191545572516
156,1,0.2591854577277288,0.7360272978999879,0.4768418401722591
22,0,0.2531216370072891,0.27526649655092283,0.02214485954363371
163,1,0.2512316012636876,0.710551710924841,0.9617833121885286
140,0,0.23121320266550238,0.24241129316062762,0.01119809049512523
78,0,0.225667918978748,0.5227643588902883,0.2970964399115403
162,0,0.2202964666618757,0.2213704947834191,0.0010740281215434102
90,1,0.21416500335357014,0.7743076983630826,0.9884727017166527
23,0,0.2131777317123566,0.21477509115226073,0.0015973594399041465
30,1,0.21017810676067172,0.7785093483242496,0.9886874550849213
86,0,0.2037098549120171,0.5626667708434512,0.3589569159314341
38,0,0.20089800225924587,0.20300875526651083,0.0021107530072649494
72,0,0.19953885448242525,0.2001488990384165,0.0006100445559912557
142,0,0.19362283861949547,0.19374773519922905,0.00012489657973358947
9,1,0.17801922563432782,0.7960983404143542,0.974117566048682
91,0,0.17752633650563587,0.17779777392023116,0.00027143741459527507
88,0,0.17537414732786485,0.175637919110085,0.0002637717822201498
11,0,0.1729146818687824,0.17304346906126755,0.00012878719248514517
136,0,0.16584634281149158,0.16654466738707516,0.0006983245755835843
59,0,0.1545319454549944,0.1567993057452709,0.0022673602902764803
149,1,0.1542360023706506,0.7514709727675755,0.9057069751382261
109,1,0.15325545656182527,0.7936838586721224,0.9469393152339477
135,0,0.14821297971050115,0.14885331665932383,0.0006403369488226889
13,1,0.14614842543664686,0.8515848008277562,0.9977332262644031
62,0,0.13938480804769635,0.1401636686980266,0.0007788606503302614
100,1,0.13549950261573662,0.8562295149716931,0.9917290175874297
76,1,0.12718517854985156,0.8660086734954523,0.9931938520453039
95,1,0.12491739441460625,0.8465128824347365,0.9714302768493428
42,0,0.1248513766993567,0.12501329452037885,0.0001619178210221464
133,1,0.11999700256135293,0.8778780461845961,0.997875048745949
105,1,0.11881239285445155,0.8755896737217117,0.9944020665761633
82,1,0.11766630793204502,0.8711378275208975,0.9888041354529425
7,1,0.11393075612788206,0.876830561997173,0.9907613181250551
114,1,0.11223844287429097,0.8621214185264809,0.9743598614007719
58,0,0.11061605361045877,0.11151993475314478,0.0009038811426860125
158,1,0.10939257660286517,0.8875307069505405,0.9969232835534056
112,0,0.10925292872666234,0.10995615013124822,0.0007032214045858758
50,1,0.10620001523816103,0.8420681855899965,0.9482682008281575
79,0,0.10560165237191063,0.10560182973139255,1.7735948192580856e-07
52,1,0.10006780944886173,0.8965426653433478,0.9966104747922095
47,0,0.09552474755894003,0.4636187334583781,0.3680939858994381
102,1,0.09355101709152236,0.9059236606591359,0.9994746777506582
137,1,0.09180790683338014,0.9028080228018366,0.9946159296352167
64,1,0.0865710847765212,0.9122816860712166,0.9988527708477378
106,0,0.0862964448876906,0.0942610712886435,0.007964626400952893
55,1,0.08437412559293567,0.9153338593456133,0.999707984938549
57,1,0.08172679895108625,0.9166553014905402,0.9983821004416265
96,1,0.08135233703148304,0.9185644561522036,0.9999167931836866
73,1,0.07941018878973549,0.9059439753400595,0.985354164129795
27,0,0.07474841274901999,0.07477490883731622,2.6496088296232622e-05
18,1,0.07413020912204471,0.9240142670381902,0.9981444761602349
