test_index,true_label,disagreement,cluster_0,cluster_1
7,1,0.11256461009439162,0.25547043944312015,0.36803504953751176
60,1,0.08729914657976337,0.18223361136948354,0.2695327579492469
10,1,0.07885871018966098,0.20832231619960503,0.287181026389266
58,0,0.05602539650302779,0.12973817396439136,0.18576357046741915
56,1,0.044409782595609126,0.809268926585637,0.7648591439900279
63,1,0.03773213346519677,0.8674361889276929,0.8297040554624961
111,0,0.036006261951885124,0.038310673072093654,0.07431693502397878
39,1,0.0353914534166041,0.13204076345349733,0.16743221687010143
35,0,0.03408283742764101,0.30292925410717503,0.33701209153481604
112,1,0.03108428201422364,0.8397986693395205,0.8708829513537442
46,1,0.025272721189441016,0.7868877972797617,0.8121605184692027
142,1,0.023824074507296622,0.7449812141078762,0.7688052886151728
124,1,0.02207016548240448,0.9263796650399446,0.9484498305223491
101,1,0.02100036382857029,0.7834727543949024,0.8044731182234727
49,0,0.019793426019615097,0.042848859954348735,0.06264228597396383
114,1,0.017635230458103668,0.9669469970628448,0.9493117666047411
18,1,0.01379083393815117,0.8558091989858423,0.8420183650476911
70,0,0.012865964991386938,0.02738632644008858,0.04025229143147552
13,1,0.01271518575438102,0.9528493987164647,0.9401342129620837
64,1,0.012388791623548556,0.9388991587894419,0.9265103671658933
130,0,0.012187800776162216,0.9120912238848442,0.899903423108682
157,1,0.011914204125590966,0.9563613039992086,0.9444470998736176
148,1,0.011010112374198466,0.981988153773801,0.9709780413996025
31,1,0.01093302541111274,0.9226976559330745,0.9117646305219618
0,1,0.01044385799925207,0.9163164590567611,0.905872601057509
45,1,0.008948672958397297,0.9665604229528023,0.9755090959111996
82,0,0.00793862573524795,0.008754477961876578,0.01669310369712453
16,0,0.00766094169682191,0.018773869303323656,0.026434811000145567
15,1,0.006896621035727191,0.9523147240763483,0.9454181030406211
121,1,0.006894220099127379,0.46930178609163165,0.476196006190759
132,1,0.006523493259666502,0.9631713765677227,0.9566478833080562
162,1,0.006484368357749126,0.9691138132211711,0.962629444863422
113,1,0.0053982622814851,0.9914763417471822,0.9860780794656971
170,1,0.005176801219856086,0.9769101742308073,0.9717333730109512
144,1,0.004940899699557022,0.9872006029858457,0.9822597032862886
37,1,0.0046195893960693235,0.9939793535922185,0.9893597641961491
52,1,0.0045345341043642184,0.9848222090545705,0.9802876749502063
23,1,0.004492337964530746,0.9963810579769372,0.9918887200124065
166,1,0.00441199528829217,0.4869903565181388,0.491402351806431
67,0,0.004355382536166869,0.010720133168883587,0.015075515705050457
86,0,0.004025538289711694,0.01775051293056266,0.021776051220274355
140,0,0.003708308378642694,0.08280173889729568,0.07909343051865299
141,1,0.002888636269201994,0.9975126502259279,0.994624013956726
167,0,0.002790568523038903,0.001895057483463457,0.00468562600650236
85,0,0.0023338041379358495,0.0030652832483684085,0.005399087386304258
90,1,0.0020179676821547865,0.9813987793062852,0.9793808116241304
156,1,0.001998453487920049,0.9974630165283946,0.9954645630404746
135,1,0.0019401824364653208,0.9978076248922724,0.995867442455807
40,1,0.001806159019357878,0.9973018300230971,0.9954956710037393
151,1,0.0015439636528226108,0.9992215602668543,0.9976775966140317
150,1,0.001363165467085814,0.9986147049632081,0.9972515394961223
107,1,0.001125910981934708,0.99871174917076,0.9975858381888253
149,0,0.0010751032544965508,0.0005309183480972479,0.0016060216025937987
59,1,0.0010450163393140866,0.9946622313713194,0.9957072477106335
105,0,0.0008779922562800801,0.0004967473754031584,0.0013747396316832385
42,0,0.0008467978575810503,0.0005306927897060557,0.001377490647287106
109,0,0.0008394742666241884,0.00038304961963880646,0.001222523886262995
94,0,0.0007678908971169207,0.0003106219796347551,0.0010785128767516758
27,1,0.0007659572218760013,0.9989166511488801,0.9981506939270041
137,1,0.000723219216600679,0.9985847974279229,0.9978615782113223
110,0,0.000671965489238216,0.0005571622963524005,0.0012291277855906164
76,0,0.0006510734273786196,0.00027584236018459243,0.0009269157875632121
125,0,0.0006340966302940121,0.999723541567706,0.999089444937412
168,1,0.0006301502721272056,0.9993965484215181,0.9987663981493909
119,1,0.000578595489708067,0.9995199197162655,0.9989413242265575
122,1,0.0005204868279630182,0.9995552398252272,0.9990347529972642
97,1,0.0005187296165958255,0.9995321821034912,0.9990134524868953
128,1,0.0004328955578477567,0.999623777465857,0.9991908819080092
153,1,0.00041999571853423845,0.9992442254612264,0.9988242297426921
117,1,0.0004055438991396043,0.9996356825187178,0.9992301386195782
29,1,0.0003741696298814601,0.999691421842912,0.9993172522130306
108,0,0.000355520483664696,0.00035278747092958203,0.000708307954594278
133,1,0.00034682525245177676,0.9996081807703822,0.9992613555179304
75,1,0.00030128087581982044,0.9997955260175548,0.999494245141735
9,1,0.00029349031730241393,0.9997862175719837,0.9994927272546813
127,1,0.0002912105605306081,0.9997640338386086,0.999472823278078
65,1,0.0002456077018213598,0.9997516249475388,0.9995060172457174
145,1,0.00023870688374105775,0.9997960268937828,0.9995573200100417
74,1,0.0002073828737282346,0.9998684265643678,0.9996610436906396
43,1,0.00020398904468088563,0.9994997502994456,0.9992957612547647
83,0,0.00016749069073985145,6.716798450486781e-05,0.00023465867524471925
89,1,0.0001389364603257004,0.9998963112166259,0.9997573747563002
104,1,8.648559481383433e-05,0.9999503499202435,0.9998638643254296
88,1,7.827577970942468e-05,0.999938107165257,0.9998598313855476
73,1,7.690660409409578e-05,0.9999525740000968,0.9998756673960028
87,1,7.246618381950842e-05,0.9999620602235335,0.999889594039714
30,1,6.55481175438899e-05,0.9999341534966923,0.9998686053791485
48,0,5.6813035002505004e-05,1.3233211643064812e-05,7.004624664556981e-05
1,1,5.263466406058015e-05,0.9999780479398067,0.9999254132757461
160,1,5.124777754750287e-05,0.9999727023868009,0.9999214546092534
152,1,4.4612097781060456e-05,0.9999774801213988,0.9999328680236177
19,1,4.363376659177742e-05,0.9999813479758911,0.9999377142092993
136,1,3.926336628934379e-05,0.9999791079101782,0.9999398445438888
62,1,3.79782739470258e-05,0.9999781003794035,0.9999401221054565
51,1,3.448397820848825e-05,0.99998581780686,0.9999513338286515
26,1,3.2515415863021424e-05,0.9999831187989671,0.999950603383104
22,1,3.1441795641962145e-05,0.9999781446421819,0.99994670284654
20,0,2.600656302562909e-05,1.1228392932859105e-05,3.7234955958488194e-05
78,1,2.5059350923672952e-05,0.9999854450942935,0.9999603857433699
33,1,2.0261597104442863e-05,0.9999880765977984,0.999967815000694
139,0,1.8688257232092385e-05,1.0206127027817025e-05,2.8894384259909412e-05
120,1,1.7787050614948008e-05,0.9999873117285076,0.9999695246778927
34,1,1.6217368383975028e-05,0.9999893780412829,0.9999731606728989
95,1,1.2982058658739248e-05,0.9999903946967567,0.9999774126380979
93,1,1.1670232820892856e-05,0.9999924455831988,0.9999807753503779
32,1,1.1504602545509002e-05,0.999995446317586,0.9999839417150405
165,1,1.082518096318097e-05,0.9999941064046791,0.9999832812237159
25,0,1.0701983945748837e-05,2.5946323740667877e-06,1.3296616319815625e-05
5,1,9.317458084856511e-06,0.9999954888499489,0.9999861713918641
72,1,8.692290581091555e-06,0.9999959560317536,0.9999872637411725
99,1,8.051792838248417e-06,0.9999952360197208,0.9999871842268826
143,1,6.1049542350311015e-06,0.999996388325227,0.9999902833709919
44,1,5.929023972006675e-06,0.9999967495468219,0.9999908205228499
21,1,5.052082126866253e-06,0.9999985773195302,0.9999935252374034
47,1,4.695298154167027e-06,0.999998337349117,0.9999936420509629
154,1,4.118061998958922e-06,0.9999983922722921,0.9999942742102932
84,1,3.6603499234955095e-06,0.9999986183251451,0.9999949579752216
102,0,3.6362716667428675e-06,6.564887358596447e-07,4.292760402602512e-06
8,1,3.3881709999850074e-06,0.9999983158961947,0.9999949277251947
91,1,2.2958999614797193e-06,0.9999992217597747,0.9999969258598133
164,1,2.0385030333747167e-06,0.9999992071562478,0.9999971686532144
96,1,1.8186181902635212e-06,0.9999992480288716,0.9999974294106814
36,1,1.7121480831994162e-06,0.9999994572926346,0.9999977451445514
11,1,1.3368347051567753e-06,0.9999996769190955,0.9999983400843904
159,1,1.0158605272536647e-06,0.9999997638230274,0.9999987479625001
4,1,9.689565811932255e-07,0.9999997745598734,0.9999988056032922
163,0,8.726257828676796e-07,2.931326786350218e-07,1.1657584615027015e-06
116,1,8.190935404384092e-07,0.9999997131828998,0.9999988940893594
17,0,6.123001956546035e-07,7.290833638993374e-08,6.852085320445373e-07
134,1,5.12005905450863e-07,0.9999998898181987,0.9999993778122932
106,1,4.0703331694036393e-07,0.9999999167460514,0.9999995097127344
92,0,2.9782491708612446e-07,5.2910128690213886e-08,3.5073504577633836e-07
