test_index,true_label,disagreement,cluster_0,cluster_1
123,0,0.21912752030086427,0.18957014795061042,0.4086976682514747
76,0,0.18323168932703954,0.14666039726061464,0.3298920865876542
130,0,0.17405968303692132,0.185057084074764,0.35911676711168533
147,0,0.16862401960938384,0.33827537069094044,0.5068993903003243
13,0,0.149422802498701,0.6601819584623967,0.5107591559636957
152,0,0.14164402411418262,0.04949400453526922,0.19113802864945184
141,0,0.14061796196586895,0.10421309234964406,0.244831054315513
16,1,0.13607907639141137,0.768811075137086,0.6327319987456747
65,0,0.12526096714179646,0.08565252640126367,0.21091349354306013
63,1,0.11693953701246929,0.8236352837190234,0.7066957467065541
71,0,0.1165237904230525,0.3775363207939758,0.4940601112170283
20,1,0.1034864538104866,0.6776633758874475,0.5741769220769609
104,1,0.10239368601831866,0.9238249429322795,0.8214312569139608
1,1,0.09456975289871783,0.8952303105438943,0.8006605576451765
41,1,0.09433838773207737,0.9634730402502705,0.8691346525181931
159,1,0.0914762081472319,0.7325251517729344,0.6410489436257025
19,1,0.09141605088035276,0.9351358228023917,0.843719771922039
85,0,0.08899843948160827,0.022975601074716412,0.11197404055632468
91,1,0.08614401126509685,0.8537411259109838,0.767597114645887
100,0,0.08458071031777221,0.033933233576488045,0.11851394389426026
24,1,0.08058851667978406,0.8897437208188628,0.8091552041390787
133,1,0.07950588657552038,0.9670988597058386,0.8875929731303183
105,1,0.07849925543717062,0.9817376919579945,0.9032384365208239
121,0,0.07584394668067448,0.03189709969189243,0.10774104637256691
125,1,0.07400088106768443,0.8843079941239966,0.8103071130563122
18,1,0.07382471574438265,0.9031333541916522,0.8293086384472695
117,0,0.07206628994594738,0.34223852277232136,0.41430481271826874
50,0,0.06867708791078968,0.10597042261744423,0.1746475105282339
87,0,0.06633498741533084,0.4203596455582186,0.4866946329735494
124,0,0.0645231626305979,0.00916072849156962,0.07368389112216753
64,1,0.0641150157422784,0.9669109245769723,0.9027959088346938
151,1,0.06401758826340331,0.9640919110979048,0.9000743228345015
77,1,0.06289714960124393,0.9342684474893338,0.8713712978880899
75,1,0.061901930827439666,0.9750511909099188,0.9131492600824791
45,1,0.06069750097270721,0.9604444684527877,0.8997469674800805
149,1,0.05987552165658039,0.9088149851845463,0.8489394635279659
128,1,0.05740317249484439,0.9784955973375207,0.9210924248426763
59,0,0.05702460772884065,0.010869762307597222,0.06789437003643788
93,0,0.05653909548202299,0.004010343498433519,0.060549438980456505
