test_index,true_label,disagreement,cluster_0,cluster_1
1248,1,0.20643244540815414,0.4281023130950266,0.6345347585031808
1623,1,0.20390170570949212,0.30099994741408603,0.5049016531235782
1814,0,0.18051938388461375,0.578440841754368,0.7589602256389818
1851,1,0.15492188076291458,0.6668430273422716,0.8217649081051862
1764,1,0.0073272013516546,0.40999140171526016,0.41731860306691476
233,1,0.006843818416331915,0.4368365025547809,0.4436803209711128
1350,1,0.00684220348296799,0.2837782111781588,0.2906204146611268
1778,0,0.006227351777073287,0.3000882495217341,0.30631560129880736
854,1,0.0062136679444153575,0.603628842533908,0.5974151745894927
453,0,0.005902712462541704,0.2946253887826657,0.3005281012452074
985,0,0.005843263801097953,0.27664540442242475,0.2824886682235227
382,1,0.005838299494299315,0.35900463890236745,0.36484293839666676
127,0,0.005569791156456727,0.2591207367573639,0.26469052791382064
1228,0,0.005558651594050168,0.32315288895948974,0.3287115405535399
1543,1,0.0055581832172048595,0.27395009469565224,0.2795082779128571
832,1,0.005418706052053579,0.3718946520845373,0.3773133581365909
1663,0,0.005384617332125585,0.2781098656377668,0.2834944829698924
641,0,0.00536341492235326,0.5017885944726841,0.5071520093950374
890,0,0.005331675970012217,0.47781696455018047,0.47248528858016825
942,0,0.005283641450534282,0.4320881560392506,0.4268045145887163
992,0,0.005276590984405749,0.29685253659598665,0.3021291275803924
674,1,0.005273523445528561,0.21086153710567299,0.21613506055120155
1143,1,0.005261123358099362,0.7817237791562199,0.7764626557981206
842,0,0.005243306186816232,0.22723333401489673,0.23247664020171296
117,1,0.005167206284288073,0.25041549315522893,0.255582699439517
711,1,0.005154209057623538,0.7232333242393822,0.7180791151817587
1142,0,0.005120280018778539,0.17292406298604926,0.1780443430048278
944,0,0.005052149168580322,0.31179826799335353,0.31685041716193385
1411,0,0.004979526094375575,0.41320857964058866,0.41818810573496423
1497,0,0.0049690346161290755,0.5679658961658859,0.572934930782015
1254,1,0.004941282789302726,0.4140058824267881,0.4189471652160908
1763,1,0.004930576257006658,0.275666608801192,0.28059718505819864
1457,0,0.004886716112438905,0.20772937642772324,0.21261609254016214
494,1,0.0048637768037530504,0.5364758158563264,0.5413395926600795
644,0,0.004851320003956466,0.17261811021245732,0.1774694302164138
464,0,0.004837364830286628,0.4421277842131632,0.4469651490434498
1556,0,0.004795262611311468,0.39580802649489677,0.3910127638835853
170,0,0.004778363197704472,0.5018477901394514,0.4970694269417469
141,0,0.004731973176696547,0.27207390270851695,0.2768058758852135
1633,0,0.004731973176696547,0.27207390270851695,0.2768058758852135
345,0,0.004719893753856952,0.28239249217250495,0.2871123859263619
1255,0,0.004704631745747673,0.17361906062865803,0.1783236923744057
1415,1,0.004698663249365631,0.4996502889651638,0.49495162571579815
1171,0,0.004697656134254102,0.5512175165442322,0.5465198604099781
1238,1,0.004668938926687849,0.3980728694775583,0.40274180840424617
1222,1,0.004668751613621902,0.32212633576307065,0.32679508737669255
754,1,0.00466378370633963,0.4158554347728348,0.4111916510664952
184,1,0.00465514217249241,0.6841398402360731,0.6794846980635807
609,1,0.004653339590935168,0.4512949756280591,0.45594831521899426
1230,1,0.004631509314346416,0.6883206611647884,0.683689151850442
952,0,0.00462652026022925,0.5235926178189126,0.5189660975586834
629,1,0.0046033979653069546,0.6929897755733215,0.6883863776080146
131,1,0.0045961301362063,0.25138682228814974,0.25598295242435604
