test_index,true_label,disagreement,cluster_0,cluster_1
111,0,0.4341366450878119,0.592526778334232,0.15839013324642
86,0,0.3817584352185591,0.49251969455235006,0.11076125933379097
70,0,0.36812939050538485,0.573288298100881,0.20515890759549618
129,0,0.35510970237703954,0.5009223625798973,0.14581266020285774
60,0,0.31535931621672164,0.6202805382480355,0.3049212220313139
128,0,0.2842247614771901,0.5715412522631843,0.2873164907859942
6,0,0.23934358177157206,0.3575081698441516,0.11816458807257957
38,0,0.18416258029043886,0.7771924962101234,0.5930299159196846
74,0,0.18143849412864413,0.2375573402843504,0.05611884615570629
140,0,0.17019495008986157,0.20024374338168893,0.030048793291827365
44,0,0.16957556710327465,0.5809725335321989,0.41139696642892426
2,0,0.15321530527960212,0.21096536955788348,0.05775006427828137
69,0,0.14103428895620806,0.5969672221520597,0.4559329331958516
53,0,0.13861911854499454,0.25929071759852584,0.12067159905353131
59,1,0.11436353504837543,0.3357429381370213,0.22137940308864584
170,0,0.10397521112625133,0.3310284149717868,0.22705320384553548
48,0,0.10319765201228445,0.27800336840813755,0.1748057163958531
150,0,0.10100542788703276,0.06123211570693491,0.16223754359396766
37,0,0.1008475996042045,0.06123211570693491,0.1620797153111394
130,0,0.1002435590905062,0.14216050800877594,0.041916948918269754
105,1,0.09446080330500423,0.5657796310395198,0.47131882773451556
142,1,0.09339098357346465,0.8340280088696322,0.7406370252961676
17,1,0.09265287735799066,0.6883304460159166,0.595677568657926
21,0,0.09188619238041847,0.09725904775327383,0.005372855372855373
1,1,0.07908014956842457,0.9209198504315754,1.0
160,0,0.07852831397003118,0.10575416504571986,0.027225851075688676
156,0,0.07784329803247567,0.09498979663408262,0.017146498601606962
20,1,0.07729840766519924,0.9209198504315754,0.9982182580967747
16,1,0.07663357380436098,0.923366426195639,1.0
153,1,0.07663357380436098,0.923366426195639,1.0
19,1,0.07663357380436098,0.923366426195639,1.0
138,1,0.07663357380436098,0.923366426195639,1.0
133,1,0.07663357380436098,0.923366426195639,1.0
144,1,0.07663357380436098,0.923366426195639,1.0
41,1,0.07663357380436098,0.923366426195639,1.0
42,1,0.07663357380436098,0.923366426195639,1.0
63,1,0.07663357380436098,0.923366426195639,1.0
84,1,0.07663357380436098,0.923366426195639,1.0
98,1,0.07663357380436098,0.923366426195639,1.0
93,1,0.07663357380436098,0.923366426195639,1.0
73,1,0.07663357380436098,0.923366426195639,1.0
109,1,0.07663357380436098,0.923366426195639,1.0
114,1,0.07663357380436098,0.923366426195639,1.0
120,1,0.07663357380436098,0.923366426195639,1.0
3,1,0.07663357380436098,0.923366426195639,1.0
169,1,0.07663357380436098,0.923366426195639,1.0
24,1,0.07637369854448561,0.923366426195639,0.9997401247401246
107,1,0.07637369854448561,0.923366426195639,0.9997401247401246
161,1,0.07637369854448561,0.923366426195639,0.9997401247401246
8,1,0.07635297947129516,0.8687005713162149,0.7923475918449198
49,1,0.07632644849723558,0.923366426195639,0.9996928746928746
66,1,0.07615094832173541,0.923366426195639,0.9995173745173744
12,1,0.07615094832173541,0.923366426195639,0.9995173745173744
131,1,0.0760193231901104,0.923366426195639,0.9993857493857494
104,1,0.07551313076815713,0.923366426195639,0.9988795569637962
4,1,0.07540507257585971,0.923366426195639,0.9987714987714987
145,1,0.07520600546103173,0.923366426195639,0.9985724316566708
67,1,0.0750296911695556,0.9207501565630659,0.9957798477326215
5,1,0.07495505407861491,0.923366426195639,0.9983214802742539
97,1,0.07484883451962165,0.923366426195639,0.9982152607152607
10,1,0.07466955453282942,0.9209198504315754,0.9955894049644048
112,1,0.07465731920662289,0.923366426195639,0.9980237454022619
143,0,0.07461340437087219,0.07807005795910472,0.0034566535882325357
102,1,0.07445883412962151,0.923366426195639,0.9978252603252605
76,1,0.07378019595098295,0.923366426195639,0.997146622146622
33,1,0.07368816218672303,0.923366426195639,0.997054588382362
125,1,0.07339373564604468,0.923366426195639,0.9967601618416837
9,1,0.07339373564604468,0.923366426195639,0.9967601618416837
85,1,0.07339373564604468,0.923366426195639,0.9967601618416837
123,1,0.07308661033891928,0.923366426195639,0.9964530365345583
79,1,0.07250146412502478,0.923366426195639,0.9958678903206638
91,1,0.07178715989544715,0.923366426195639,0.9951535860910862
155,1,0.07178715989544715,0.923366426195639,0.9951535860910862
152,1,0.0712077261070938,0.923366426195639,0.9945741523027328
157,1,0.07083233483441209,0.923366426195639,0.9941987610300511
61,1,0.0704312558048168,0.923366426195639,0.9937976820004558
92,1,0.07030116555324306,0.923366426195639,0.9936675917488821
100,1,0.06994488189716808,0.9131144480617698,0.9830593299589379
43,1,0.06987643465431892,0.923366426195639,0.9932428608499579
45,0,0.06952519100356562,0.0749760745794492,0.005450883575883576
115,1,0.06892732613512587,0.923366426195639,0.9922937523307649
71,1,0.06860871577950312,0.923366426195639,0.9919751419751421
146,0,0.06731855226107852,0.923366426195639,0.9906849784567175
22,1,0.06709388109290937,0.9154505218650965,0.9825444029580058
89,1,0.0660808733919952,0.9025119329380317,0.9685928063300269
159,1,0.06552060373008217,0.8310648051882733,0.8965854089183555
54,1,0.06469985960671487,0.923366426195639,0.9880662858023539
58,1,0.06469985960671487,0.923366426195639,0.9880662858023539
23,1,0.06412576067692655,0.923366426195639,0.9874921868725656
118,1,0.06388359852457781,0.7380692921687143,0.6741856936441365
94,1,0.06267434136686767,0.923366426195639,0.9860407675625067
87,1,0.06263306320058937,0.923366426195639,0.9859994893962284
68,1,0.06263306320058937,0.923366426195639,0.9859994893962284
167,1,0.06257846531430877,0.9209198504315754,0.9834983157458842
139,0,0.062175636121116006,0.0749760745794492,0.012800438458333193
82,1,0.0614743716886369,0.923366426195639,0.9848407978842759
28,1,0.06126806183558797,0.923366426195639,0.984634488031227
46,0,0.06123211570693491,0.06123211570693491,0.0
51,0,0.06123211570693491,0.06123211570693491,0.0
95,0,0.06123211570693491,0.06123211570693491,0.0
77,0,0.06123211570693491,0.06123211570693491,0.0
52,0,0.0609249903998096,0.06123211570693491,0.0003071253071253071
113,0,0.0606178650926843,0.06123211570693491,0.0006142506142506142
165,0,0.06030562103044023,0.06123211570693491,0.0009264946764946766
108,1,0.060284663705450825,0.923366426195639,0.9836510899010898
7,0,0.06024675534657455,0.06123211570693491,0.0009853603603603603
148,0,0.05999337696819617,0.06123211570693491,0.0012387387387387389
56,0,0.05993963003944924,0.06123211570693491,0.0012924856674856676
90,0,0.05980568928050849,0.06123211570693491,0.0014264264264264262
26,1,0.059612991176608454,0.9209198504315754,0.9805328416081839
164,0,0.05951477336459257,0.06123211570693491,0.0017173423423423421
116,1,0.05935310496273405,0.923366426195639,0.9827195311583731
127,1,0.05918905975658606,0.923366426195639,0.9825554859522251
122,0,0.05889796337278257,0.06123211570693491,0.002334152334152334
64,1,0.05866887311107971,0.923366426195639,0.9820352993067187
163,1,0.058497191521008185,0.923366426195639,0.9818636177166472
30,0,0.05727886175368096,0.06123211570693491,0.003953253953253953
14,0,0.05681036441018361,0.06123211570693491,0.004421751296751296
101,0,0.05669263304245224,0.06123211570693491,0.004539482664482664
137,0,0.056594523569342775,0.06123211570693491,0.004637592137592138
62,1,0.05630144792500913,0.923366426195639,0.9796678741206482
168,0,0.0562744419992612,0.06123211570693491,0.004957673707673707
141,0,0.05614567660393838,0.08346839027648965,0.027322713672551274
18,1,0.0557903847658382,0.8630652364068693,0.9188556211727075
117,1,0.05533911637448852,0.923366426195639,0.9787055425701275
126,1,0.054408325834111815,0.8337132539246613,0.8881215797587731
31,0,0.05402536787518708,0.06123211570693491,0.0072067478317478315
34,0,0.05381503953985874,0.06123211570693491,0.007417076167076167
106,0,0.05365189562671483,0.06123211570693491,0.007580220080220081
136,0,0.05356725853549879,0.06123211570693491,0.00766485717143612
0,1,0.05289260644913585,0.9209198504315754,0.9738124568807113
135,0,0.05225694429452944,0.0749760745794492,0.022719130284919755
78,0,0.05196697206679127,0.06123211570693491,0.00926514364014364
57,0,0.051796543771362974,0.06123211570693491,0.009435571935571936
72,1,0.05089327129905108,0.9130383826379813,0.9639316539370324
81,0,0.05072173644655565,0.06123211570693491,0.01051037926037926
83,0,0.05061808540969523,0.06123211570693491,0.010614030297239679
36,0,0.04902500037481958,0.06123211570693491,0.012207115332115331
11,0,0.04858178497455379,0.9179406188855596,0.8693588339110058
35,0,0.04828459831973058,0.06387043218002096,0.015585833860290381
166,1,0.048273880766682264,0.9182815339584894,0.9665554147251717
124,1,0.04690672931358453,0.923366426195639,0.9702731555092236
103,1,0.04551720949788263,0.8760656398310194,0.921582849328902
88,0,0.044440367665186865,0.06123211570693491,0.016791748041748045
15,1,0.04251691224809906,0.9209198504315754,0.9634367626796745
162,0,0.041357927135744516,0.07770121972903711,0.036343292593292595
25,1,0.03934794296709254,0.8844084928855412,0.8450605499184487
47,0,0.03928118750600671,0.06123211570693491,0.0219509282009282
110,1,0.03912064050418329,0.923366426195639,0.9624870666998223
75,1,0.0380252518369516,0.9182815339584894,0.956306785795441
50,1,0.036349621083237804,0.9104000661648953,0.8740504450816575
39,0,0.03435734981646535,0.10299540260367177,0.06863805278720642
80,1,0.03405236216297525,0.4445585807139401,0.47861094287691536
151,0,0.031752942477761684,0.06123211570693491,0.02947917322917323
65,1,0.030747584229708913,0.6886771583577544,0.7194247425874634
29,1,0.030536646330611594,0.9182815339584894,0.948818180289101
119,1,0.03011297340138208,0.923366426195639,0.9534793995970211
13,1,0.029378571663894903,0.7341733143791218,0.7047947427152269
96,1,0.028383278194225592,0.923366426195639,0.9517497043898646
121,1,0.025957550058121615,0.8434275244347164,0.869385074492838
99,1,0.02337138121192528,0.923366426195639,0.9467378074075643
27,0,0.022242335110479836,0.07470161519603868,0.05245928008555885
55,1,0.021148098443929286,0.923366426195639,0.9022183277517097
154,0,0.0204255649317214,0.0636786914709985,0.0432531265392771
132,1,0.020174708440127365,0.87339633587771,0.8935710443178374
158,1,0.019740440786271463,0.923366426195639,0.9036259854093676
149,1,0.019456515911208117,0.8370032737412726,0.8175467578300645
134,1,0.016771016288985474,0.9182815339584894,0.9350525502474749
32,1,0.006162948686196934,0.923366426195639,0.929529374881836
147,1,0.003648522540284471,0.8564379841852081,0.8600865067254926
40,1,0.0019432187818537727,0.9046167406198785,0.9065599594017323
