test_index,true_label,disagreement,cluster_0,cluster_1
115,0,0.16206339239935064,0.6249198652746585,0.7869832576740091
163,1,0.11252294544311273,0.2483571313140641,0.3608800767571768
14,0,0.11024007880430964,0.6721548793882662,0.5619148005839566
95,1,0.10117158930572634,0.7835296976108561,0.8847012869165825
5,1,0.08982282395086932,0.34234399838944285,0.4321668223403122
61,1,0.08594753315787318,0.8127682063654807,0.8987157395233539
30,1,0.07721556934712681,0.8350547491877379,0.9122703185348647
31,1,0.07683395082318834,0.8056684282718116,0.882502379095
96,1,0.07642494909587594,0.6433963605838604,0.5669714114879845
17,1,0.07004325532627897,0.915533375354804,0.845490120028525
59,0,0.06843415065644973,0.1703174203830716,0.23875157103952133
38,0,0.06038924489085258,0.0671237813307141,0.12751302622156668
86,0,0.05930515175260731,0.4376284578670139,0.4969336096196212
100,1,0.05911728414126505,0.8698237278594422,0.8107064437181771
27,0,0.055169308858563,0.20390290002947567,0.25907220888803867
39,1,0.05419137001802399,0.9151077097505669,0.9692990797685909
167,0,0.05343630378395098,0.21091820615192464,0.2643545099358756
42,0,0.052894494893377525,0.2237727229586474,0.2766672178520249
87,1,0.05139806731539853,0.8889030612244898,0.8375049939090913
24,1,0.051000955689771366,0.8889030612244898,0.8379021055347184
65,0,0.05092969407802413,0.10714285714285714,0.056213163064833004
1,0,0.04797784702593916,0.15273635095063667,0.20071419797657583
147,1,0.04370074905395052,0.2926932938093652,0.24899254475541469
132,0,0.0429752558375186,0.6374936753931114,0.5945184195555928
149,1,0.04123313419381891,0.797442289853004,0.7562091556591851
106,0,0.037286895304246864,0.13378427128427128,0.17107116658851815
47,0,0.03675896563110931,0.0930051347462062,0.1297641003773155
49,1,0.03557120898672195,0.860727333198032,0.8962985421847539
101,0,0.034790438768827765,0.041666666666666664,0.0068762278978389
166,1,0.0337443991411539,0.8482571892546737,0.8820015883958277
103,1,0.03367999488894813,0.902295918367347,0.8686159234783989
4,1,0.03244078822109364,0.583280286182072,0.6157210744031656
2,0,0.03176847599265159,0.40972268308623905,0.37795420709358746
78,0,0.031134042703529985,0.48791788778355055,0.45678384508002057
98,0,0.03107680827449541,0.11000470263863119,0.1410815109131266
